0,1,80,0,0,0,0,0,0,20,0,1600,1900
0,2,80,0,0,0,0,0,0,20,0,1600,1900
0,3,80,0,0,0,0,0,0,20,0,1600,1900
0,4,80,0,0,0,0,0,0,20,0,1600,1900
0,5,80,0,0,0,0,0,0,20,0,1600,1900
0,6,80,0,0,0,0,0,0,20,0,1600,1900
0,7,80,0,0,0,0,0,0,20,0,1600,1900
0,8,80,0,0,0,0,0,0,20,0,1600,1900
0,9,80,0,0,0,0,0,0,20,0,1600,1900
0,10,80,0,0,0,0,0,0,20,0,1600,1900
0,11,80,0,0,0,0,0,0,20,0,1600,1900
0,12,80,0,0,0,0,0,0,20,0,1600,1900
292,1,0,0,5,5,5,25,10,40,10,1600,1700
292,2,1,0,10,7,10,9,18,35,10,1630,1730
292,3,1,0,13,10,12,9,10,35,10,1700,1800
292,4,4,0,15,14,25,1,3,35,3,1800,1900
292,5,8,1,14,12,32,0,1,32,0,1900,2000
292,6,11,2,27,8,35,0,0,17,0,2000,2100
292,7,15,2,25,8,40,0,0,10,0,2000,2100
292,8,11,2,27,8,35,0,0,17,0,1900,2000
292,9,8,1,14,12,32,0,1,32,0,1800,1900
292,10,4,0,15,14,25,1,3,35,3,1700,1800
292,11,1,0,10,7,10,9,18,35,10,1630,1730
292,12,0,0,5,5,5,25,10,40,10,1600,1700
317,1,22,0,17,22,0,7,2,30,0,1630,1730
317,2,24,0,17,26,0,5,1,27,0,1730,1830
317,3,26,0,16,28,0,6,1,23,0,1830,1930
317,4,35,0,19,30,0,0,0,16,0,2000,2100
317,5,46,0,19,23,2,0,0,10,0,2100,2200
317,6,57,0,17,14,4,0,0,8,0,1600,2230
317,7,65,0,16,11,4,0,0,4,0,1600,2230
317,8,62,0,12,18,2,0,0,6,0,2030,2130
317,9,52,0,11,27,0,0,0,10,0,1930,2030
317,10,34,0,14,42,0,0,0,10,0,1800,1900
317,11,19,0,13,39,0,6,1,22,0,1630,1730
317,12,20,0,16,25,0,7,2,30,0,1630,1730
346,1,15,0,5,15,10,15,10,30,0,1600,1700
346,2,15,0,5,20,15,10,5,30,0,1630,1730
346,3,15,0,5,20,15,10,5,25,5,1700,1800
346,4,25,0,15,15,20,0,5,16,4,1800,1900
346,5,35,0,20,15,15,0,0,15,0,1900,2000
346,6,40,0,25,5,10,0,0,20,0,2000,2100
346,7,50,0,20,5,10,0,0,15,0,2000,2100
346,8,35,0,20,10,10,0,0,25,0,1900,2000
346,9,25,0,20,15,15,0,0,20,5,1800,1900
346,10,15,0,15,20,15,0,0,30,5,1700,1800
346,11,10,0,15,15,15,5,10,30,0,1630,1730
346,12,10,0,15,15,15,15,10,20,0,1600,1700
353,1,20,0,20,15,15,2,3,20,5,1600,1700
353,2,20,0,20,15,15,2,3,20,5,1630,1730
353,3,25,0,25,10,15,0,0,25,0,1700,1800
353,4,40,0,25,5,10,0,0,20,0,1800,1900
353,5,45,0,25,5,5,0,0,20,0,1900,2000
353,6,45,3,22,5,5,0,0,20,0,2000,2100
353,7,50,3,22,5,5,0,0,15,0,2000,2100
353,8,40,3,22,10,10,0,0,15,0,1900,2000
353,9,35,0,25,10,10,0,0,20,0,1800,1900
353,10,35,0,25,15,10,0,0,15,0,1700,1800
353,11,25,0,25,10,15,0,0,23,2,1630,1730
353,12,20,0,20,10,15,2,3,25,5,1600,1700
691,1,20,0,10,20,0,10,0,40,0,1630,1730
691,2,20,0,10,30,0,10,0,30,0,1700,1800
691,3,30,0,30,20,0,0,0,20,0,1800,1900
691,4,45,0,25,20,0,0,0,10,0,1930,2030
691,5,50,0,20,20,10,0,0,0,0,2030,2130
691,6,66,4,20,10,0,0,0,0,0,2100,2200
691,7,74,6,10,10,0,0,0,0,0,2100,2200
691,8,68,2,20,10,0,0,0,0,0,2000,2100
691,9,50,0,20,20,10,0,0,0,0,1900,2000
691,10,40,0,30,20,0,0,0,10,0,1800,1900
691,11,30,0,30,20,0,0,0,20,0,1630,1730
691,12,20,0,10,20,0,10,0,40,0,1600,1700
769,1,1,0,12,10,12,25,20,17,3,1600,1700
769,2,3,0,20,8,8,22,18,17,4,1630,1730
769,3,13,0,16,20,23,3,5,15,5,1700,1800
769,4,18,1,20,10,35,1,1,8,6,1800,1900
769,5,30,5,10,10,38,0,0,4,3,1900,2000
769,6,39,7,4,6,42,0,0,1,1,2000,2100
769,7,52,8,3,3,33,0,0,1,0,2000,2100
769,8,46,6,10,4,31,0,0,2,1,1900,2000
769,9,33,3,15,14,27,0,0,3,5,1800,1900
769,10,11,0,25,22,17,1,1,15,8,1700,1800
769,11,2,0,15,28,10,6,8,25,6,1630,1730
769,12,1,0,8,25,13,15,15,20,3,1600,1700
860,1,10,0,20,25,20,2,3,15,5,1600,1700
860,2,10,0,20,20,25,2,3,15,5,1630,1730
860,3,17,0,25,15,20,1,2,20,0,1700,1800
860,4,25,0,25,10,20,0,0,20,0,1800,1900
860,5,35,0,25,5,15,0,0,20,0,1900,2000
860,6,40,0,25,5,10,0,0,20,0,2000,2100
860,7,40,0,25,5,10,0,0,20,0,2000,2100
860,8,35,0,25,10,10,0,0,20,0,1900,2000
860,9,35,0,25,10,10,0,0,20,0,1800,1900
860,10,30,0,25,15,15,0,0,15,0,1700,1800
860,11,25,0,25,10,15,0,0,23,2,1630,1730
860,12,15,0,20,20,15,2,3,20,5,1600,1700
864,1,20,0,10,20,10,10,10,10,10,1600,1700
864,2,30,0,20,20,10,0,0,10,10,1630,1730
864,3,40,0,20,20,10,0,0,10,0,1700,1800
864,4,50,0,20,20,0,0,0,10,0,1800,1900
864,5,60,0,20,10,0,0,0,10,0,1900,2000
864,6,66,4,10,10,0,0,0,10,0,2000,2100
864,7,74,6,10,10,0,0,0,0,0,2000,2100
864,8,66,4,10,10,0,0,0,10,0,1900,2000
864,9,60,0,20,10,0,0,0,10,0,1800,1900
864,10,40,0,20,10,10,0,0,10,10,1700,1800
864,11,30,0,20,10,10,0,0,20,10,1630,1730
864,12,20,0,10,20,10,10,10,10,10,1600,1700
935,1,22,0,17,22,0,7,2,30,0,1630,1730
935,2,24,0,17,26,0,5,1,27,0,1730,1830
935,3,26,0,16,28,0,6,1,23,0,1830,1930
935,4,35,0,19,30,0,0,0,16,0,2000,2100
935,5,46,0,19,23,2,0,0,10,0,2100,2200
935,6,57,0,17,14,4,0,0,8,0,1600,2230
935,7,65,0,16,11,4,0,0,4,0,1600,2230
935,8,62,0,12,18,2,0,0,6,0,2030,2130
935,9,52,0,11,27,0,0,0,10,0,1930,2030
935,10,34,0,14,42,0,0,0,10,0,1800,1900
935,11,19,0,13,39,0,6,1,22,0,1630,1730
935,12,20,0,16,25,0,7,2,30,0,1630,1730
964,1,10,0,5,20,10,25,10,20,0,1600,1700
964,2,10,0,5,20,15,20,10,20,0,1630,1730
964,3,15,0,5,25,15,10,5,20,5,1700,1800
964,4,25,0,15,15,20,0,5,16,4,1800,1900
964,5,35,0,20,15,15,0,0,15,0,1900,2000
964,6,40,0,25,5,10,0,0,20,0,2000,2100
964,7,50,0,20,5,10,0,0,15,0,2000,2100
964,8,35,0,20,10,10,0,0,25,0,1900,2000
964,9,25,0,20,15,15,0,0,20,5,1800,1900
964,10,15,0,10,25,15,0,0,30,5,1700,1800
964,11,10,0,10,15,15,20,10,20,0,1630,1730
964,12,10,0,10,15,10,25,10,20,0,1600,1700
968,1,10,0,10,5,5,25,10,30,5,1600,1900
968,2,20,0,10,5,5,20,10,25,5,1600,1900
968,3,35,0,15,10,10,10,5,15,0,1600,1900
968,4,40,0,20,20,10,0,0,10,0,1600,1900
968,5,35,5,10,25,15,0,0,10,0,1600,1900
968,6,35,10,5,25,20,0,0,5,0,1600,1900
968,7,30,10,5,30,20,0,0,5,0,1600,1900
968,8,35,15,10,20,15,0,0,5,0,1600,1900
968,9,40,5,15,20,10,0,0,10,0,1600,1900
968,10,25,0,10,25,10,10,0,20,0,1600,1900
968,11,25,0,10,10,5,20,5,25,0,1600,1900
968,12,10,0,5,5,5,30,10,30,5,1600,1900
972,1,25,0,10,35,10,0,0,15,5,1600,1700
972,2,30,0,10,30,15,0,0,15,0,1630,1730
972,3,55,0,15,10,10,0,0,10,0,1700,1800
972,4,60,10,0,10,20,0,0,0,0,1800,1900
972,5,75,10,5,5,5,0,0,0,0,1900,2000
972,6,80,20,0,0,0,0,0,0,0,2000,2100
972,7,85,15,0,0,0,0,0,0,0,2000,2100
972,8,85,15,0,0,0,0,0,0,0,1900,2000
972,9,60,10,0,20,10,0,0,0,0,1800,1900
972,10,40,0,10,20,20,0,0,10,0,1700,1800
972,11,25,0,10,25,25,0,0,15,0,1630,1730
972,12,30,0,10,30,15,0,0,10,5,1600,1700
998,1,15,0,18,18,18,3,6,17,5,1600,1700
998,2,15,0,18,15,18,4,8,17,5,1630,1730
998,3,15,0,20,18,19,0,3,25,0,1700,1800
998,4,20,0,15,18,25,0,0,22,0,1800,1900
998,5,40,0,25,10,15,0,0,10,0,1900,2000
998,6,45,2,25,5,8,0,0,15,0,2000,2100
998,7,52,3,22,5,8,0,0,10,0,2000,2100
998,8,40,3,20,8,15,0,0,14,0,1900,2000
998,9,34,0,22,12,18,0,0,14,0,1800,1900
998,10,30,0,20,15,18,0,0,17,0,1700,1800
998,11,15,0,25,16,15,1,3,20,5,1630,1730
998,12,15,0,25,14,12,3,6,20,5,1600,1700
1023,1,5,0,15,25,10,5,10,25,5,1600,1700
1023,2,10,0,20,20,10,5,10,20,5,1630,1730
1023,3,20,0,20,20,15,0,0,20,5,1700,1800
1023,4,45,0,15,10,15,0,0,15,0,1800,1900
1023,5,55,0,15,10,15,0,0,5,0,1900,2000
1023,6,75,5,15,0,5,0,0,0,0,2000,2100
1023,7,85,10,5,0,0,0,0,0,0,2000,2100
1023,8,90,10,0,0,0,0,0,0,0,1900,2000
1023,9,50,5,15,10,10,0,0,10,0,1800,1900
1023,10,15,0,20,20,25,0,0,15,5,1700,1800
1023,11,10,0,15,25,15,0,0,25,10,1630,1730
1023,12,10,0,15,30,5,5,10,15,10,1600,1700
1099,1,10,0,5,20,10,25,10,20,0,1600,1700
1099,2,10,0,5,20,15,20,10,20,0,1630,1730
1099,3,15,0,5,25,15,10,5,20,5,1700,1800
1099,4,25,0,15,15,20,0,5,16,4,1800,1900
1099,5,35,0,20,15,15,0,0,15,0,1900,2000
1099,6,40,0,25,5,10,0,0,20,0,2000,2100
1099,7,50,0,20,5,10,0,0,15,0,2000,2100
1099,8,35,0,20,10,10,0,0,25,0,1900,2000
1099,9,25,0,20,15,15,0,0,20,5,1800,1900
1099,10,15,0,10,20,15,0,5,30,5,1700,1800
1099,11,10,0,10,15,15,20,10,20,0,1630,1730
1099,12,10,0,10,15,10,25,10,20,0,1600,1700
1103,1,20,0,20,12,12,5,6,20,5,1600,1700
1103,2,20,0,20,12,13,5,5,20,5,1630,1730
1103,3,25,0,25,10,15,0,0,25,0,1700,1800
1103,4,40,0,25,5,10,0,0,20,0,1800,1900
1103,5,30,0,25,5,20,0,0,20,0,1900,2000
1103,6,30,0,25,5,20,0,0,20,0,2000,2100
1103,7,35,0,25,5,20,0,0,15,0,2000,2100
1103,8,30,0,25,10,20,0,0,15,0,1900,2000
1103,9,35,0,20,10,15,0,0,20,0,1800,1900
1103,10,35,0,35,10,5,0,0,15,0,1700,1800
1103,11,25,0,35,10,5,0,0,23,2,1630,1730
1103,12,20,0,25,10,5,5,5,25,5,1600,1700
1107,1,20,0,30,30,0,0,10,10,0,1600,1800
1107,2,20,0,40,30,0,0,0,10,0,1630,1830
1107,3,30,0,30,20,10,0,0,10,0,1700,1900
1107,4,50,0,20,10,10,0,0,10,0,1930,2130
1107,5,60,0,20,0,20,0,0,0,0,2000,2200
1107,6,70,0,20,0,10,0,0,0,0,2000,2200
1107,7,80,10,10,0,0,0,0,0,0,2000,2200
1107,8,80,10,10,0,0,0,0,0,0,2000,2200
1107,9,70,0,20,0,10,0,0,0,0,1930,2130
1107,10,50,0,30,0,20,0,0,0,0,1900,2100
1107,11,40,0,40,20,0,0,0,0,0,1730,1930
1107,12,20,0,30,30,0,0,10,10,0,1630,1830
1137,1,20,0,30,30,0,0,10,10,0,1600,1800
1137,2,20,0,40,30,0,0,0,10,0,1630,1830
1137,3,30,0,30,20,10,0,0,10,0,1700,1900
1137,4,50,0,20,10,10,0,0,10,0,1930,2130
1137,5,60,0,20,0,20,0,0,0,0,2000,2200
1137,6,70,0,20,0,10,0,0,0,0,2000,2200
1137,7,80,10,10,0,0,0,0,0,0,2000,2200
1137,8,80,10,10,0,0,0,0,0,0,2000,2200
1137,9,70,0,20,0,10,0,0,0,0,1930,2130
1137,10,50,0,30,0,20,0,0,0,0,1900,2100
1137,11,40,0,40,20,0,0,0,0,0,1730,1930
1137,12,20,0,30,30,0,0,10,10,0,1630,1830
1141,1,20,0,30,30,0,0,10,10,0,1600,1800
1141,2,20,0,40,30,0,0,0,10,0,1630,1830
1141,3,30,0,30,20,10,0,0,10,0,1700,1900
1141,4,50,0,20,10,10,0,0,10,0,1930,2130
1141,5,60,0,20,0,20,0,0,0,0,2000,2200
1141,6,70,0,20,0,10,0,0,0,0,2000,2200
1141,7,80,10,10,0,0,0,0,0,0,2000,2200
1141,8,80,10,10,0,0,0,0,0,0,2000,2200
1141,9,70,0,20,0,10,0,0,0,0,1930,2130
1141,10,50,0,30,0,20,0,0,0,0,1900,2100
1141,11,40,0,40,20,0,0,0,0,0,1730,1930
1141,12,20,0,30,30,0,0,10,10,0,1630,1830
1177,1,0,0,20,10,30,40,0,0,0,1600,1700
1177,2,10,0,10,25,30,25,0,0,0,1630,1730
1177,3,40,0,25,5,10,0,0,20,0,1700,1800
1177,4,55,0,10,5,15,0,0,15,0,1800,1900
1177,5,70,0,10,10,10,0,0,0,0,1900,2000
1177,6,90,0,5,5,0,0,0,0,0,2000,2100
1177,7,90,0,10,0,0,0,0,0,0,2000,2100
1177,8,95,0,5,0,0,0,0,0,0,1900,2000
1177,9,80,0,5,10,0,0,0,5,0,1800,1900
1177,10,60,0,10,10,5,0,5,10,0,1700,1800
1177,11,30,0,30,20,5,5,5,5,0,1630,1730
1177,12,0,0,30,20,10,10,25,5,0,1600,1700
1240,1,60,0,20,10,0,0,0,10,0,1700,1800
1240,2,60,0,20,10,0,0,0,10,0,1730,1830
1240,3,60,0,20,10,0,0,0,10,0,1800,1900
1240,4,60,0,10,10,10,0,0,10,0,1900,2000
1240,5,60,0,0,10,20,0,0,10,0,1900,2000
1240,6,40,10,0,0,30,0,0,20,0,1930,2030
1240,7,40,10,0,0,30,0,0,20,0,1930,2030
1240,8,40,10,0,0,30,0,0,20,0,1900,2000
1240,9,50,0,10,10,20,0,0,10,0,1830,1930
1240,10,60,0,10,10,10,0,0,10,0,1800,1900
1240,11,60,0,20,10,0,0,0,10,0,1700,1800
1240,12,60,0,20,10,0,0,0,10,0,1700,1800
1363,1,80,0,0,0,10,0,0,10,0,2000,2100
1363,2,80,0,0,0,10,0,0,10,0,1900,2000
1363,3,70,0,10,10,0,0,0,10,0,1800,1900
1363,4,70,0,10,10,0,0,0,10,0,1700,1800
1363,5,60,0,10,20,0,0,0,10,0,1630,1730
1363,6,50,0,20,20,0,0,0,10,0,1600,1700
1363,7,50,0,20,20,0,0,0,10,0,1600,1700
1363,8,50,0,20,20,0,0,0,10,0,1630,1730
1363,9,60,0,10,10,10,0,0,10,0,1700,1800
1363,10,60,0,10,10,10,0,0,10,0,1800,1900
1363,11,60,0,10,10,10,0,0,10,0,1900,2000
1363,12,80,0,0,0,10,0,0,10,0,2000,2100
1381,1,60,0,0,0,0,10,0,0,30,1600,1700
1381,2,80,10,0,0,0,0,0,0,10,1630,1730
1381,3,80,20,0,0,0,0,0,0,0,1700,1800
1381,4,70,20,10,0,0,0,0,0,0,1800,1900
1381,5,40,20,10,10,10,0,0,10,0,1900,2000
1381,6,20,10,20,20,20,0,0,10,0,2000,2100
1381,7,10,10,20,20,30,0,0,10,0,2000,2100
1381,8,30,0,20,20,20,0,0,10,0,1900,2000
1381,9,50,20,10,10,10,0,0,0,0,1800,1900
1381,10,70,30,0,0,0,0,0,0,0,1700,1800
1381,11,80,20,0,0,0,0,0,0,0,1630,1730
1381,12,60,0,0,0,0,10,0,0,30,1600,1700
1388,1,70,20,0,0,10,0,0,0,0,1600,1900
1388,2,70,20,0,0,10,0,0,0,0,1600,1900
1388,3,80,20,0,0,0,0,0,0,0,1600,1900
1388,4,80,20,0,0,0,0,0,0,0,1600,1900
1388,5,90,10,0,0,0,0,0,0,0,1600,1900
1388,6,90,10,0,0,0,0,0,0,0,1600,1900
1388,7,90,10,0,0,0,0,0,0,0,1600,1900
1388,8,90,10,0,0,0,0,0,0,0,1600,1900
1388,9,90,10,0,0,0,0,0,0,0,1600,1900
1388,10,90,10,0,0,0,0,0,0,0,1600,1900
1388,11,90,10,0,0,0,0,0,0,0,1600,1900
1388,12,80,20,0,0,0,0,0,0,0,1600,1900
1484,1,80,10,0,0,0,0,0,10,0,1600,1700
1484,2,75,5,0,0,5,0,0,15,0,1630,1730
1484,3,75,5,0,0,5,0,0,15,0,1700,1800
1484,4,60,0,0,15,10,0,0,15,0,1800,1900
1484,5,65,0,0,15,10,0,0,10,0,1900,2000
1484,6,90,10,0,0,0,0,0,0,0,2000,2100
1484,7,95,5,0,0,0,0,0,0,0,2000,2100
1484,8,80,10,0,0,0,0,0,10,0,1900,2000
1484,9,70,0,0,5,10,0,0,15,0,1800,1900
1484,10,65,0,0,15,10,0,0,10,0,1700,1800
1484,11,60,0,0,15,10,0,0,15,0,1630,1730
1484,12,80,0,0,0,5,0,0,15,0,1600,1700
1517,1,85,0,10,0,0,0,0,5,0,1930,2030
1517,2,80,0,10,0,0,0,0,10,0,1930,2030
1517,3,70,0,10,0,5,0,0,15,0,1900,2000
1517,4,65,0,10,0,10,0,0,15,0,1800,1900
1517,5,60,0,15,5,5,0,0,15,0,1730,1830
1517,6,60,0,5,10,10,0,0,15,0,1730,1830
1517,7,60,0,0,10,10,0,0,20,0,1730,1830
1517,8,60,0,0,10,10,0,0,20,0,1800,1900
1517,9,65,0,10,0,10,0,0,15,0,1800,1900
1517,10,70,0,10,0,5,0,0,15,0,1830,1930
1517,11,80,0,10,0,0,0,0,10,0,1900,2000
1517,12,85,0,10,0,0,0,0,5,0,1930,2030
1572,1,85,0,10,0,0,0,0,5,0,2030,2130
1572,2,80,0,10,0,0,0,0,10,0,2000,2100
1572,3,70,0,10,0,5,0,0,15,0,1930,2030
