18,165,1,1,1,1500
18,165,1,1,1,1600
31,172,1,1,1,1245
31,172,1,1,1,1400
31,176,2,1,1,1600
31,177,2,1,1,1200
31,182,3,2,2,1600
32,172,1,1,1,1600
32,172,1,1,1,1800
32,177,2,1,1,1400
32,177,2,1,1,1600
32,182,3,2,2,1600
33,173,1,1,1,1200
33,173,1,1,1,1400
33,178,2,1,1,1200
33,178,2,1,1,1400
33,183,3,2,2,1600
34,173,1,1,1,1600
34,173,1,1,1,1800
34,178,2,1,1,1600
34,179,2,1,1,1200
34,183,3,2,2,1600
35,174,1,1,1,1200
35,174,1,1,1,1400
35,179,2,1,1,1400
35,179,2,1,1,1600
35,184,3,2,2,1600
36,174,1,1,1,1600
36,175,1,1,1,1200
36,180,2,1,1,1200
36,180,2,1,1,1400
36,184,3,2,2,1600
37,175,1,1,1,1400
37,175,1,1,1,1600
37,180,2,1,1,1600
37,181,2,1,1,1200
37,185,3,2,2,1600
38,176,1,1,1,1200
38,176,1,1,1,1400
38,181,2,1,1,1400
38,181,2,1,1,1600
38,185,3,2,2,1600
40,186,1,1,1,1900
41,186,1,1,1,2045
42,187,1,1,1,1900
43,187,1,1,1,2045
44,188,1,1,1,1900
45,188,1,1,1,2045
46,189,1,1,1,1900
47,189,1,1,1,2045
49,193,1,1,1,1900
50,193,1,1,1,2045
51,194,1,1,1,1900
52,194,1,1,1,2045
54,198,1,1,1,2045
55,199,1,1,1,2045
57,202,1,1,1,2045
59,203,1,1,1,2045
71,346,1,1,1,1930
73,349,1,1,1,1700
74,349,1,1,1,2030
76,352,1,1,1,2030
77,353,1,1,1,2030
79,356,1,1,1,2030
92,250,1,10,10,2045
92,251,1,10,10,1700
92,254,2,20,20,2045
92,285,3,10,10,2045
92,286,3,10,10,1700
92,289,4,20,20,2045
92,320,5,10,10,2045
92,321,5,10,10,1700
92,324,6,20,20,2045
92,450,7,20,20,2045
92,453,8,10,10,2045
92,454,8,10,10,1700
92,614,9,10,10,2045
92,615,9,10,10,1700
92,618,10,20,20,2045
101,174,1,1,1,1800
101,174,1,1,1,2045
101,178,2,1,1,1800
101,178,2,1,1,2045
101,182,3,2,2,2045
102,175,1,1,1,1900
102,175,1,1,1,2145
102,179,2,1,1,1900
102,179,2,1,1,2145
102,183,3,2,2,2145
103,176,1,1,1,1800
103,176,1,1,1,2045
103,180,2,1,1,1800
103,180,2,1,1,2045
103,184,3,2,2,2045
104,177,1,1,1,1900
104,177,1,1,1,2145
104,181,2,1,1,1900
104,181,2,1,1,2145
104,185,3,2,2,2145
106,186,1,1,1,2045
107,187,1,1,1,2045
108,188,1,1,1,2145
109,189,1,1,1,2145
111,192,1,1,1,2145
112,193,1,1,1,2045
114,196,1,1,1,2145
126,250,1,10,10,1945
126,251,1,10,10,1800
126,254,2,20,20,1945
126,285,3,10,10,1945
126,286,3,10,10,1800
126,289,4,20,20,1945
126,320,5,10,10,1945
126,321,5,10,10,1800
126,324,6,20,20,1945
126,451,7,20,20,1945
126,454,8,10,10,1800
126,455,8,10,10,1945
126,615,9,20,20,1800
126,618,10,20,20,1945
129,227,1,1,1,2000
146,219,1,5,5,2000
146,220,1,5,5,2000
146,226,2,10,10,2000
165,233,1,3,3,2000
165,234,1,3,3,2000
165,240,2,3,3,2000
165,241,2,3,3,2000
181,261,1,1,1,1800
181,261,1,1,1,2000
181,276,2,1,1,1800
181,276,2,1,1,2000
181,297,3,2,2,2000
181,310,4,2,2,2000
181,332,5,2,2,2000
181,345,6,2,2,2000
182,261,1,2,2,2000
182,276,2,2,2,2000
182,297,3,1,1,1800
182,297,3,1,1,2000
182,310,4,1,1,1800
182,310,4,1,1,2000
182,332,5,2,2,2000
182,345,6,2,2,2000
183,261,1,1,1,1800
183,261,1,1,1,2000
183,276,2,2,2,2000
183,297,3,1,1,1800
183,297,3,1,1,2000
183,310,4,2,2,2000
183,332,5,1,1,1800
183,332,5,1,1,2000
183,345,6,2,2,2000
184,261,1,2,2,2000
184,276,2,1,1,1800
184,276,2,1,1,2000
184,297,3,2,2,2000
184,310,4,1,1,1800
184,310,4,1,1,2000
184,332,5,1,1,1800
184,332,5,1,1,2000
184,345,6,2,2,2000
185,262,1,1,1,1800
185,262,1,1,1,2000
185,275,2,1,1,1800
185,275,2,1,1,2000
185,296,3,2,2,2000
185,311,4,2,2,2000
185,331,5,2,2,2000
185,346,6,2,2,2000
186,262,1,2,2,2000
186,275,2,2,2,2000
186,296,3,1,1,1800
186,296,3,1,1,2000
186,311,4,1,1,1800
186,311,4,1,1,2000
186,331,5,2,2,2000
186,346,6,2,2,2000
187,262,1,1,1,1800
187,262,1,1,1,2000
187,275,2,2,2,2000
187,296,3,1,1,1800
187,296,3,1,1,2000
187,311,4,2,2,2000
187,331,5,1,1,1800
187,331,5,1,1,2000
187,346,6,2,2,2000
188,262,1,2,2,2000
188,275,2,1,1,1800
188,275,2,1,1,2000
188,296,3,2,2,2000
188,311,4,1,1,1800
188,311,4,1,1,2000
188,331,5,1,1,1800
188,331,5,1,1,2000
188,346,6,2,2,2000
194,415,1,1,1,2000
194,437,2,1,1,2000
195,415,1,1,1,2000
195,437,2,1,1,2000
196,416,1,1,1,2000
196,436,2,1,1,2000
197,416,1,1,1,2000
197,436,2,1,1,2000
198,422,1,1,1,2000
198,444,2,1,1,2000
199,422,1,1,1,2000
199,444,2,1,1,2000
200,423,1,1,1,2000
200,443,2,1,1,2000
201,423,1,1,1,2000
201,443,2,1,1,2000
205,464,1,1,1,2000
205,472,2,1,1,2000
206,464,1,1,1,2000
206,472,2,1,1,2000
207,465,1,1,1,2000
207,471,2,1,1,2000
208,465,1,1,1,2000
208,471,2,1,1,2000
212,485,1,1,1,2000
212,493,2,1,1,2000
213,486,1,1,1,2000
213,492,2,1,1,2000
214,517,1,1,1,2000
225,235,1,10,10,2000
225,242,2,10,10,2000
244,263,1,2,2,1800
244,277,2,2,2,2000
244,298,3,2,2,1800
244,312,4,2,2,2000
244,333,5,2,2,1800
244,347,6,2,2,2000
245,263,1,2,2,1800
245,277,2,2,2,2000
245,298,3,2,2,1800
245,312,4,2,2,2000
245,333,5,2,2,1800
245,347,6,2,2,2000
246,263,1,2,2,1800
246,277,2,2,2,2000
246,298,3,2,2,1800
246,312,4,2,2,2000
246,333,5,2,2,1800
246,347,6,2,2,2000
247,263,1,2,2,1800
247,277,2,2,2,2000
247,298,3,2,2,1800
247,312,4,2,2,2000
247,333,5,2,2,1800
247,347,6,2,2,2000
248,263,1,2,2,2000
248,277,2,2,2,1800
248,298,3,2,2,2000
248,312,4,2,2,1800
248,333,5,2,2,2000
248,347,6,2,2,1800
249,263,1,2,2,2000
249,277,2,2,2,1800
249,298,3,2,2,2000
249,312,4,2,2,1800
249,333,5,2,2,2000
249,347,6,2,2,1800
250,263,1,2,2,2000
250,277,2,2,2,1800
250,298,3,2,2,2000
250,312,4,2,2,1800
250,333,5,2,2,2000
250,347,6,2,2,1800
251,263,1,2,2,2000
251,277,2,2,2,1800
251,298,3,2,2,2000
251,312,4,2,2,1800
251,333,5,2,2,2000
251,347,6,2,2,1800
259,417,1,1,1,1800
259,424,2,1,1,2000
260,417,1,1,1,1800
260,424,2,1,1,2000
261,417,1,1,1,1800
261,424,2,1,1,2000
262,417,1,1,1,1800
262,424,2,1,1,2000
263,417,1,1,1,2000
263,424,2,1,1,1800
264,417,1,1,1,2000
264,424,2,1,1,1800
265,417,1,1,1,2000
265,424,2,1,1,1800
266,417,1,1,1,2000
266,424,2,1,1,1800
271,438,1,1,1,1800
271,445,2,1,1,2000
272,438,1,1,1,1800
272,445,2,1,1,2000
273,438,1,1,1,1800
273,445,2,1,1,2000
274,438,1,1,1,1800
274,445,2,1,1,2000
275,438,1,1,1,2000
275,445,2,1,1,1800
276,438,1,1,1,2000
276,445,2,1,1,1800
