76,0,-1
76,1,-1
76,2,-1
76,3,-1
76,4,-1
76,5,-1
76,6,-1
76,7,-1
76,8,-1
76,9,-1
76,10,-1
76,11,-1
76,12,-1
76,13,-1
76,14,-1
76,15,-1
76,16,-1
76,17,-1
110,0,-1
110,1,-1
110,2,-1
110,3,-1
110,4,-1
110,5,-1
110,6,-1
110,7,-1
110,8,-1
110,9,-1
110,10,-1
110,11,-1
110,12,-1
110,13,-1
110,14,-1
110,15,-1
126,0,243
211,0,1824
289,0,191
307,0,191
307,1,209
307,2,256
307,3,111822
307,4,254
307,5,1787
307,6,15040
307,7,252
314,0,674
336,0,231
336,1,2014
336,2,229
336,3,230
336,4,674
336,5,673
336,6,670
336,7,110724
343,0,1516
361,0,819
361,1,1516
361,2,270
361,3,269
361,4,820
361,5,1786
361,6,1443
361,7,272
371,0,9
487,0,9
669,0,10
669,1,9
669,2,5
669,3,18
669,4,1
669,5,11
669,6,19
669,7,95
669,8,1808
669,9,110
709,0,71
768,0,73
768,1,219
768,2,69
768,3,74
768,4,72
768,5,76
768,6,64
768,7,66
768,8,71
784,0,22
850,0,21
850,1,22
850,2,32
850,3,112172
850,4,1831
850,5,25
850,6,31
850,7,169
850,8,10029
850,9,23
875,0,306
875,1,837
875,2,445
875,3,423
875,4,563
875,5,305
875,6,834
882,0,44
932,0,47
932,1,44
932,2,48
932,3,45
932,4,46
932,5,52
932,6,110374
932,7,39
932,8,206
932,9,54
950,0,247
975,0,245
975,1,247
975,2,246
975,3,1908
975,4,1906
975,5,1909
975,6,1903
975,7,1913
979,0,417
1001,0,918
1001,1,417
1001,2,300
1001,3,299
1001,4,298
1001,5,113459
1001,6,920
1005,0,873
1005,1,114326
1005,2,110746
1005,3,111091
1005,4,111086
1005,5,1569
1005,6,111088
1009,0,1896
1031,0,236
1031,1,237
1031,2,234
1031,3,1896
1031,4,1888
1031,5,1887
1031,6,1438
1031,7,112809
1031,8,10020
1035,0,86
1053,0,78
1053,1,86
1053,2,80
1053,3,181
1053,4,83
1053,5,631
1053,6,621
1053,7,81
1068,0,449
1068,1,461
1121,0,243
1121,1,241
1121,2,240
1121,3,481
1121,4,449
1121,5,457
1121,6,483
1121,7,448
1121,8,461
1121,9,479
1136,0,320
1154,0,320
1154,1,433
1154,2,710
1154,3,700
1154,4,708
1154,5,1439
1154,6,702
1158,0,894
1158,1,896
1158,2,900
1158,3,10032
1158,4,898
1158,5,324
1158,6,110770
1162,0,436
1162,1,326
1162,2,101033
1162,3,101014
1162,4,113142
1162,5,327
1162,6,741
1162,7,111117
1162,8,101016
1162,9,101041
1165,0,101020
1192,0,100769
1192,1,110222
1192,2,312
1192,3,112218
1192,4,315
1192,5,100765
1192,6,110109
1192,7,100764
1195,0,100767
1218,0,114385
1218,1,100761
1218,2,308
1218,3,113182
1218,4,110075
1218,5,100759
1218,6,113378
1225,0,1386
1225,1,1387
1225,2,1383
1225,3,111475
1228,0,1970
1244,0,112885
1244,1,111138
1278,0,112828
1278,1,111140
1278,2,112134
1278,3,111065
1307,0,110781
1307,1,101114
1329,0,1878
1329,1,110144
1352,0,-1
1352,1,-1
1352,2,-1
1355,0,1411
1355,1,111115
1355,2,1415
1355,3,974
1367,0,1473
1403,0,112224
1403,1,111397
1403,2,114023
1419,0,1477
1419,1,1473
1419,2,2056
1419,3,1478
1426,0,607
1426,1,605
1426,2,112139
1426,3,111674
1430,0,-1
1430,1,-1
1430,2,-1
1430,3,-1
1430,4,-1
1462,0,1043
1489,0,1035
1489,1,1043
1489,2,383
1489,3,111052
1489,4,1041
1489,5,112472
1492,0,1035
1492,1,1039
1520,0,1876
1520,1,101088
1520,2,112670
1520,3,110406
1520,4,1877
1523,0,110406
1523,1,101085
1539,0,1877
1539,1,112670
1575,0,110975
1575,1,110980
1575,2,101097
1575,3,112535
1579,0,111722
1579,1,101105
1592,0,101102
1592,1,111722
1606,0,111448
1606,1,1667
1606,2,1393
1606,3,1391
1618,0,101136
1695,0,101132
1695,1,101133
1695,2,113980
1695,3,130219
1698,0,101132
1724,0,110935
1724,1,130320
1724,2,130324
1724,3,130326
1727,0,110935
1750,0,111353
1750,1,111357
1750,2,110947
1750,3,111354
1757,0,110947
